Year,Country Code,Value,Variable
2016,BGR,1.385,General government structural balance
2017,BGR,0.592,General government structural balance
2018,BGR,-0.194,General government structural balance
2019,BGR,-0.09,General government structural balance
2020,BGR,-1.337,General government structural balance
2021,BGR,-3.495,General government structural balance
2022,BGR,-1.362,General government structural balance
2023,BGR,-3.167,General government structural balance
2024,BGR,-2.71,General government structural balance
2025,BGR,-2.926,General government structural balance
2026,BGR,-3.362,General government structural balance
2027,BGR,-2.678,General government structural balance
2028,BGR,-2.704,General government structural balance
2029,BGR,-2.625,General government structural balance
1980,BFA,,General government structural balance
1981,BFA,,General government structural balance
1982,BFA,,General government structural balance
1983,BFA,,General government structural balance
1984,BFA,,General government structural balance
1985,BFA,,General government structural balance
1986,BFA,,General government structural balance
1987,BFA,,General government structural balance
1988,BFA,,General government structural balance
1989,BFA,,General government structural balance
1990,BFA,,General government structural balance
1991,BFA,,General government structural balance
1992,BFA,,General government structural balance
1993,BFA,,General government structural balance
1994,BFA,,General government structural balance
1995,BFA,,General government structural balance
1996,BFA,,General government structural balance
1997,BFA,,General government structural balance
1998,BFA,,General government structural balance
1999,BFA,,General government structural balance
2000,BFA,,General government structural balance
2001,BFA,,General government structural balance
2002,BFA,,General government structural balance
2003,BFA,,General government structural balance
2004,BFA,,General government structural balance
2005,BFA,,General government structural balance
2006,BFA,,General government structural balance
2007,BFA,,General government structural balance
2008,BFA,,General government structural balance
2009,BFA,,General government structural balance
2010,BFA,,General government structural balance
